"Name";"English name";"Other name";"Genres";"Synopsis";"Type";"Episodes";"Aired";"Year";"Status";"Producers";"Licensors";"Studios";"Source";"Duration";"Image URL"
"BanG Dream! 3rd Season";"UNKNOWN";"BanG Dream!（バンドリ！）第3期";"UNKNOWN";"As the all-girl band Poppin’Party continues to rise in fame, they find a poster for an event at the legendary Nippon Budoukan. Now determined to participate in the ""BanG Dream,"" Kasumi Toyama and the other members of Poppin’Party aim to reach new heights and prove their worth by performing on that renowned stage.

Meanwhile, rival band RAISE A SUILEN dreams of changing the world with ""the strongest music,"" but finds itself in dire straits without a guitarist. Though dozens of potential candidates audition for the role, band leader CHU² believes them to be amateurs and unsuitable for the band. However, there may be one guitarist that lives up to CHU²’s high standards.

BanG Dream! 3rd Season features multiple all-girl bands, including Poppin’Party, Afterglow, Pastel*Palettes, Roselia, Hello Happy World!, and now RAISE A SUILEN, as they work to astound fans throughout Japan with their spectacular performances. As the BanG Dream competition draws near, the band members are prepared to captivate audiences with their heartfelt music!";"TV";"13";"2020/01/23";"2020.0";"Finished Airing";"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22";"Sentai Filmworks";"SANZIGEN";"Mixed media";"23";"https://cdn.myanimelist.net/images/anime/1985/104767.jpg"
"Oshi ga Budoukan Ittekuretara Shinu";"If My Favorite Pop Idol Made It to the Budokan, I Would Die";"推しが武道館いってくれたら死ぬ";"Comedy, Girls Love";"After receiving a flyer from Maina Ichii—a member of the idol group ChamJam—and seeing her perform at a local concert, Eripiyo falls in love with Maina and decides to devote her life to supporting the shy and reserved rising star. Eripiyo's charismatic presence and iconic red tracksuit soon give her recognition as Maina's one and only unrivaled fan. 

Whether it be a performance or a small fan gathering in the middle of nowhere, Eripiyo is guaranteed to be at every event Maina participates in. Not even an injury or Maina's seemingly cold attitude toward her can stop Eripiyo from pursuing her dream of seeing her beloved idol perform at the world-famous arena Budoukan.";"TV";"12";"2020/01/10";"2020.0";"Finished Airing";"Pony Canyon, TBS, Movic, Tokuma Shoten";"Funimation";"8bit";"Manga";"24";"https://cdn.myanimelist.net/images/anime/1139/104708.jpg"
"Chikyuugai Shounen Shoujo";"The Orbital Children";"地球外少年少女";"Adventure, Sci-Fi";"In the year 2045, Internet and artificial intelligence have become widespread in the outer space. Following a massive accident at a space station, a group of children are left behind. Using narrowband and SNS, low intelligence AI, and smartphone-controlled drones, they overcome numerous crises.

(Source: MAL News)";"ONA";"6";"2022/01/28";"2022.0";"Finished Airing";"Avex Pictures";"UNKNOWN";"Production +h.";"Original";"32";"https://cdn.myanimelist.net/images/anime/1619/120787.jpg"
"Quanzhi Gaoshou 2";"The King's Avatar 2";"全职高手2";"Action";"The ""Unspecialized"" character Lord Grim is infamous in the 10th server of the popular online game Glory. His reputation alone is enough to draw many curious players to his newly formed Guild Happy. Other competing guilds have enough to worry about with some of their own members abandoning them for Happy. However, they are also concerned by rumors that the person behind Lord Grim is really the retired professional gamer and ""Glory Textbook"" Ye Qiu, whom they have little chance of opposing. 

Unsure of the truth, the powerhouse guilds attempt to suppress Lord Grim's growing influence, harboring differing motives for doing so. But regardless of what obstacles he faces, Lord Grim is determined to break into the cross-server of Glory—the Heavenly Domain—where characters, including himself, can reach even greater levels. There, he hopes to round out the team of rookies who will fight alongside him in the Challenger League, which would be only their first step toward the coveted Glory Championship.";"ONA";"12";"2020/09/25";"2020.0";"Finished Airing";"Tencent Penguin Pictures, China Literature Limited, Colored Pencil Animation Japan";"UNKNOWN";"Colored Pencil Animation";"Novel";"24";"https://cdn.myanimelist.net/images/anime/1573/109220.jpg"
"Wu Shan Wu Xing (2020)";"Fog Hill of Five Elements";"雾山五行";"Action, Fantasy";"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains...

We follow the adventures of one of these elected officials.

(Source: Nautiljon)";"ONA";"3";"2020/07/26";"2020.0";"Finished Airing";"bilibili";"UNKNOWN";"Nice Boat Animation, Samsara Animation Studio";"Original";"26";"https://cdn.myanimelist.net/images/anime/1141/112764.jpg"
"IDOLiSH7 Second Beat!";"IDOLiSH7 Second BEAT!";"アイドリッシュセブン Second BEAT!";"Drama";"Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload.

With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.";"TV";"15";"2020/04/05";"2020.0";"Finished Airing";"Bandai Visual, Lantis, Bandai Namco Games";"UNKNOWN";"TROYCA";"Game";"24";"https://cdn.myanimelist.net/images/anime/1962/106361.jpg"
"Kumo desu ga, Nani ka?";"So I'm a Spider, So What?";"蜘蛛ですが、なにか？";"Action, Adventure, Comedy, Fantasy, Mystery";"The day is as normal as it can be in high school as the students peacefully go about their everyday activities until an unprecedented catastrophe strikes the school, killing every person in its wake. Guided by what seems to be a miracle, a handful of students are fortunate enough to be reincarnated into another world as nobles, princes, and other kinds of people with prestigious backgrounds.

One girl, however, is not so lucky. Being reborn as a spider of the weakest kind, she immediately experiences the hardships of her dire situation. Even so, she must press on to survive the numerous threats that endanger her life. Discovering that her new world has a system like that of an RPG, she tries her best to hunt prey and defeat monsters to level up and evolve. As she gradually grows stronger, she hopes one day her efforts will be rewarded, and that she will be granted a better life.";"TV";"24";"2021/01/08";"2021.0";"Finished Airing";"Movic, AT-X, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa";"UNKNOWN";"Millepensee";"Light novel";"23";"https://cdn.myanimelist.net/images/anime/1593/113724.jpg"
"Violet Evergarden Movie";"Violet Evergarden: The Movie";"劇場版 ヴァイオレット・エヴァーガーデン";"Award Winning, Drama, Fantasy";"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.";"Movie";"1";"2020/09/18";"2020.0";"Finished Airing";"Shochiku, ABC Animation";"Funimation";"Kyoto Animation";"Light novel";"140";"https://cdn.myanimelist.net/images/anime/1825/110716.jpg"
"B: The Beginning Succession";"B: The Beginning Succession";"B: The Beginning Succession";"Action, Mystery, Supernatural, Suspense";"In the first season of B: The Beginning, two men confronted their own past with great sacrifice. Maverick detective Keith Flick fought against his demons and finally exposed the dark secrets behind the Kingdom of Cremona. Mutant wunderkind Koku finally reunited with the most precious memory from his stolen childhood. Several months have passed since then, and the entire world seems to have forgotten the turmoil caused by those events. As Keith returns to the Royal Police to conduct his own investigation, Koku and Yuna try to enjoy an ordinary life in peace. But the consequences of the Jaula Blanca experiments are far from being extinct, as Koku soon discovers when his supposedly dead lab mate Kirisame suddenly shows up.

(Source: Official Site)";"ONA";"6";"2021/03/18";"2021.0";"Finished Airing";"Netflix";"UNKNOWN";"Production I.G";"Original";"23";"https://cdn.myanimelist.net/images/anime/1409/112177.jpg"
"Strike Witches: Road to Berlin";"UNKNOWN";"第501統合戦闘航空団 ストライクウィッチーズ ROAD to BERLIN";"Action, Sci-Fi, Ecchi";"Preparations for a new offensive against the Neuroi—a mysterious race of alien invaders—are well underway. The objective is securing Berlin, the capital city of the Empire of Karlsland, which is necessary for wiping out the Neuroi threat from Europe. However, as the enemy is capable of adapting to the battlefield on a daily basis, the allied forces and the current state of Striker technology might not be enough to achieve a victory.

Meanwhile, Yoshika Miyafuji, a Witch from Fuso, continues her medical studies in Lausanne. Having recovered from a recent incident that deprived her of magical power, she is eager to assist in the war effort. The call to arms soon arrives and the scattered witches of the 501st Joint Fighter Wing must be gathered once again for a final push against the enemy.";"TV";"12";"2020/10/08";"2020.0";"Finished Airing";"Magic Capsule, Nippon Columbia, Docomo Anime Store, Sammy, Kadokawa Media House, DeNA, Kadokawa";"Funimation";"David Production";"Original";"23";"https://cdn.myanimelist.net/images/anime/1197/108577.jpg"
"Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches";"League of Nations Air Force Aviation Magic Band Luminous Witches";"連盟空軍航空魔法音楽隊 ルミナスウィッチーズ";"Sci-Fi";"As the united world fights for its freedom against the alien forces known as the Neuroi, human girls with magical abilities—called witches—continue to battle. With the persisting conflict affecting morale, Grace Maitland Steward, a retired witch who still serves in the army, presents a plan advocating the power of music as an invaluable support that can change the tides of war.

Unfortunately, her proposal is written off, prompting Grace to find a way to prove the potential of her idea to her superiors. She enlists the help of Aila Paivikki Linnamaa and Eleonore Giovanna Gassion—two witches who have already seen some success as singers—to recruit other witches and form the League of Nations Air Force's Music Squadron.

The campaign manages to produce seven promising candidates. Among them, 14-year-old Virginia Robertson, despite having no military experience whatsoever, seems to possess an ability too significant to ignore.";"TV";"12";"2022/07/03";"2022.0";"Finished Airing";"AT-X, Docomo Anime Store, Sammy, TV Aichi, Kadokawa Media House, DeNA, Production Ace, BS NTV, Kadokawa";"Sentai Filmworks";"Shaft";"Original";"24";"https://cdn.myanimelist.net/images/anime/1085/125306.jpg"
